x1,x2,x3,x4,x5,loss
162942.5,51,483.25,3588.25,1,0
26795,259,377.5,2075.5,0,0
43251.5,192,98.5,2258.35,0,0
155202.5,53,102.5,3502.25,5,0
21728,324,96,2019.2,0,0
643646,2,491.75,8929.4,5,0
420797,11,371.75,6453.3,4,0
311996,21,256.75,5244.4,4,0
49110.5,168,228.25,2323.45,0,0
259499,28,426.5,4661.1,2,1
262766,28,432.75,4697.4,2,1
148205,56,369.25,3424.5,1,1
146103.5,57,101.5,3401.15,5,0
176564,46,271,3739.6,2,0
553790,3,453.25,7931,5,0
230046.5,34,254.5,4333.85,3,0
105486.5,83,125.25,2949.85,3,0
71520.5,128,374.25,2572.45,0,0
82712,108,102.5,2696.8,2,0
144362,58,317.75,3381.8,1,0
251565.5,30,224.25,4572.95,4,1
24315.5,300,239.75,2047.95,0,0
24059,301,225.5,2045.1,0,1
24050,297,225,2045,0,0
211020.5,38,480,4122.45,1,1
21804.5,321,100.25,2020.05,0,1
463862,8,450.25,6931.8,4,0
30525.5,239,126.5,2116.95,0,0
644415.5,1,543.25,8937.95,5,1
133553,64,121.5,3261.7,4,0
314642,21,379.75,5273.8,3,0
147426.5,57,98.5,3415.85,5,0
376238,15,332,5958.2,4,0
244302.5,31,178.75,4492.25,5,0
45128,185,94,2279.2,1,0
117470,74,97,3083,4,0
87995,104,96.5,2755.5,2,0
56234,158,227.75,2402.6,0,1
312680,21,337.25,5252,3,0
26187.5,264,175.5,2068.75,0,1
24158,301,231,2046.2,0,1
24063.5,302,225.75,2045.15,0,1
23897,314,216.5,2043.3,0,1
104316.5,85,100.5,2936.85,3,0
222558.5,35,285.75,4250.65,2,1
367139,15,294.5,5857.1,5,0
149699,55,366,3441.1,1,1
410474,11,426.75,6338.6,4,1
144060.5,58,97.25,3378.45,5,0
24135.5,314,229.75,2045.95,0,1
250967,30,252.5,4566.3,4,0
35390,206,125.5,2171,0,0
163766,51,303.5,3597.4,2,0
446991.5,9,495,6744.35,3,0
624944,2,522,8721.6,4,0
42252.5,187,418.75,2247.25,0,1
23964.5,307,220.25,2044.05,0,0
176118.5,47,120.5,3734.65,5,0
24099.5,308,227.75,2045.55,0,0
428541.5,10,469,6539.35,3,0
92382.5,98,98.5,2804.25,3,0
471003.5,7,353.25,7011.15,5,0
341705,18,432.25,5574.5,3,0
747776,0,570.5,10086.4,5,0
430670,10,476,6563,3,0
592611.5,2,442.75,8362.35,5,0
26039,274,103.75,2067.1,0,0
26304.5,271,350.25,2070.05,0,1
34890.5,222,430,2165.45,0,1
124089.5,69,223.25,3156.55,2,0
185073.5,44,301,3834.15,2,0
348801.5,17,502.5,5653.35,2,1
152988.5,54,277.25,3477.65,2,0
173580.5,47,351.5,3706.45,1,0
375833,15,302,5953.7,5,0
127487,69,363.25,3194.3,1,1
139506.5,60,279,3327.85,1,0
57773,153,155.5,2419.7,1,0
21890,318,105,2021,0,1
24059,314,225.5,2045.1,0,1
38661.5,202,254.75,2207.35,0,0
117533,74,345.5,3083.7,1,0
200706.5,40,219.75,4007.85,3,0
549447.5,3,432.5,7882.75,5,0
259179.5,29,349.75,4657.55,2,0
157475,53,252,3527.5,2,1
54056,161,394.75,2378.4,0,1
165098,50,454.75,3612.2,1,0
26898.5,240,99.5,2076.65,0,0
43463,188,100.75,2260.7,0,0
599766.5,2,453,8441.85,5,0
44012,186,460,2266.8,0,0
481214,7,472.25,7124.6,4,1
106602.5,82,124.25,2962.25,3,0
144461,59,180,3382.9,3,0
71394.5,128,392.5,2571.05,0,0
145941.5,57,99.75,3399.35,5,0
33500,219,103.25,2150,0,0
35048,215,152.5,2167.2,0,0
709166,0,530.5,9657.4,5,0
97854.5,91,102.5,2865.05,3,0
573846.5,3,477.5,8153.85,5,0
35678,206,323,2174.2,0,0
134264,63,255.5,3269.6,1,0
367629.5,15,424,5862.55,3,1
591716,2,445.5,8352.4,5,0
141365,59,274.75,3348.5,1,0
24581,270,254.5,2050.9,0,1
62439.5,142,102.25,2471.55,1,0
553857.5,3,429.75,7931.75,5,0
146418.5,57,301.75,3404.65,1,0
85349,106,99,2726.1,2,0
196544,41,426.75,3961.6,1,0
397536.5,12,360.5,6194.85,4,0
458520.5,8,499,6872.45,3,1
480705.5,7,536.75,7118.95,3,1
79305.5,117,97.75,2658.95,2,1
27294.5,259,405.25,2081.05,0,0
26925.5,259,102.5,2076.95,0,0
542877.5,3,559,7809.75,4,0
21818,318,101,2020.2,0,0
57431,151,98.5,2415.9,1,0
42185,189,395.5,2246.5,0,1
109725.5,80,99.25,2996.95,3,0
303063.5,22,302.5,5145.15,3,0
43877,185,97.75,2265.3,1,0
21881,319,104.5,2020.9,0,0
21894.5,317,105.25,2021.05,0,0
431867,10,357.5,6576.3,4,0
37019,206,273.25,2189.1,0,0
101733.5,91,96,2908.15,3,0
24482,268,249,2049.8,0,0
39368,204,127.5,2215.2,0,1
155085.5,54,102.5,3500.95,5,0
478923.5,7,452,7099.15,4,0
594735.5,2,451.25,8385.95,5,0
34350.5,222,403.75,2159.45,0,1
639717.5,2,523,8885.75,5,0
554676.5,3,459.25,7940.85,5,1
80196.5,116,251,2668.85,1,0
192458,42,477.5,3916.2,1,0
26781.5,256,376.75,2075.35,0,1
26790.5,255,377.25,2075.45,0,1
435255.5,10,477,6613.95,3,0
673512.5,1,506.5,9261.25,5,0
241382,32,265.5,4459.8,3,0
204392,39,424.25,4048.8,1,0
34719.5,222,171.25,2163.55,0,0
279983,26,443,4888.7,2,0
237944,33,300.75,4421.6,3,0
226347.5,35,499.75,4292.75,1,0
69806,128,353.5,2553.4,0,0
331913,19,274,5465.7,5,0
128936,67,247.75,3210.4,1,1
136217,62,274,3291.3,1,0
502080.5,6,393,7356.45,5,1
488072,6,501.5,7200.8,4,0
311334.5,21,268,5237.05,4,0
71898.5,124,405.5,2576.65,0,1
59037.5,150,96.75,2433.75,1,0
188156,43,428,3868.4,1,0
535569.5,4,404,7728.55,5,0
94313,95,374.75,2825.7,0,1
55136,158,98,2390.4,1,0
28419.5,256,467.75,2093.55,0,1
276063.5,27,453.5,4845.15,2,0
370496,15,348.75,5894.4,4,0
99776,92,100,2886.4,3,0
111939.5,80,476.25,3021.55,0,0
549686,3,510.5,7885.4,4,1
44156,185,99.75,2268.4,1,0
218391.5,36,404.25,4204.35,2,0
133310,64,454.5,3259,1,1
47819,177,146,2309.1,0,1
595824.5,2,466.5,8398.05,5,0
223197.5,35,445.75,4257.75,1,1
585852.5,3,544.25,8287.25,4,1
169584.5,49,231.75,3662.05,2,0
141513.5,59,423.75,3350.15,1,1
344058.5,18,393.75,5600.65,3,0
139623.5,60,417.75,3329.15,1,0
24113,311,228.5,2045.7,0,1
58025,153,98,2422.5,1,0
26295.5,274,349.75,2069.95,0,1
436488.5,9,339.25,6627.65,5,0
624611,2,528.25,8717.9,5,0
28739,233,223,2097.1,0,1
173940.5,47,374.75,3710.45,1,1
77366,120,377.5,2637.4,0,0
30615.5,233,100.75,2117.95,0,0
241449.5,32,226,4460.55,4,0
511818.5,5,476.25,7464.65,4,1
214854.5,37,449.25,4165.05,1,1
464762,8,502.25,6941.8,3,1
40083.5,197,235.75,2223.15,0,1
36299,205,401,2181.1,0,1
50730.5,167,435.5,2341.45,0,1
535866.5,4,396.25,7731.85,5,0
52197.5,167,379.5,2357.75,0,1
435449,10,428.5,6616.1,4,0
428033,10,493.75,6533.7,3,1
73032.5,125,100.5,2589.25,2,0
87509,103,309,2750.1,1,0
146922.5,57,249.5,3410.25,2,0
94776.5,96,432.25,2830.85,0,1
86915,105,102,2743.5,2,0
24077,308,226.5,2045.3,0,1
653676.5,1,520.5,9040.85,5,1
367890.5,15,377,5865.45,4,0
634308.5,2,540.75,8825.65,4,0
140609,60,431.25,3340.1,1,0
53448.5,161,405,2371.65,0,1
126560,69,478.5,3184,0,0
782993,0,584.25,10477.7,5,0
684456.5,1,528.75,9382.85,5,0
61116.5,144,100.75,2456.85,1,0
49844,172,98,2331.6,1,0
565053.5,3,453,8056.15,5,1
32114,227,304.75,2134.6,0,0
31295,226,125.25,2125.5,0,0
145154,58,440.75,3390.6,1,1
21818,321,101,2020.2,0,1
246017,31,301.5,4511.3,3,0
266334.5,27,319.75,4737.05,3,0
26687,261,371.5,2074.3,0,0
26354,272,353,2070.6,0,0
232562,33,454,4361.8,2,1
175731.5,47,396.75,3730.35,1,1
596360,2,452.75,8404,5,0
34881.5,221,97.25,2165.35,0,0
188084,43,322.25,3867.6,2,0
113897,77,348.25,3043.3,1,0
31574,227,97.5,2128.6,0,0
690990.5,1,552.5,9455.45,5,0
22223,314,123.5,2024.7,0,0
38553.5,203,387,2206.15,0,0
202727,39,484,4030.3,1,1
548246,3,427,7869.4,5,0
324002,20,238,5377.8,5,0
141158,59,97,3346.2,5,0
465144.5,7,519.25,6946.05,3,0
385850,13,416.75,6065,3,1
29589.5,234,247,2106.55,0,1
466823,7,542.25,6964.7,3,0
387717.5,13,405,6085.75,3,0
176847.5,47,396,3742.75,1,1
580232,3,433.25,8224.8,5,0
327372.5,19,464.75,5415.25,2,0
589272.5,2,451.75,8325.25,5,0
50622.5,167,243.5,2340.25,0,1
171524,48,125.75,3683.6,5,0
376967,14,382,5966.3,3,0
74765,123,97.75,2608.5,2,0
280694,26,426.75,4896.6,2,0
156336.5,52,124,3514.85,4,0
631320.5,2,515.75,8792.45,5,0
440228,9,503.75,6669.2,3,0
28604,256,478,2095.6,0,1
284087,25,298.75,4934.3,3,1
587252,3,470.5,8302.8,5,0
90128,100,96.75,2779.2,3,0
45537.5,185,99.5,2283.75,1,0
434063,10,540.75,6600.7,3,1
523460,4,505.25,7594,4,0
89556.5,100,295.5,2772.85,1,0
26421.5,265,356.75,2071.35,0,1
97202,95,279.25,2857.8,1,0
699864.5,1,530.25,9554.05,5,0
558348.5,3,420.5,7981.65,5,0
173261,48,376.5,3702.9,1,0
62043.5,145,123.5,2467.15,1,0
21813.5,323,100.75,2020.15,0,1
26277.5,265,348.75,2069.75,0,1
283790,25,466,4931,2,1
146076.5,57,404.25,3400.85,1,1
32406.5,227,168.25,2137.85,0,1
194735,41,279,3941.5,2,0
193947.5,41,198.5,3932.75,3,0
148074.5,56,147.5,3423.05,3,0
107376.5,82,100.75,2970.85,3,0
542981,3,397.75,7810.9,5,0
40151,193,124,2223.9,0,0
55253,159,98.25,2391.7,1,0
27195.5,258,399.75,2079.95,0,1
21737,322,96.5,2019.3,0,1
93048.5,99,470.25,2811.65,0,0
35727.5,212,453.75,2174.75,0,0
301416.5,22,394.25,5126.85,3,0
635730.5,2,497.5,8841.45,5,0
357914,16,496,5754.6,2,1
146598.5,58,402.75,3406.65,1,0
95123,97,351,2834.7,0,0
76466,119,426,2627.4,0,1
41780,191,376.25,2242,0,1
304130,22,297.25,5157,4,0
298280,23,466.75,5092,2,0
215201,37,224.75,4168.9,3,0
108231.5,83,130.5,2980.35,2,0
25935.5,266,101,2065.95,0,0
84071,109,106.25,2711.9,2,0
195752,41,297,3952.8,2,0
413196.5,11,475,6368.85,3,0
258239,29,309.5,4647.1,3,0
782984,0,593.25,10477.6,5,0
24891.5,266,271.75,2054.35,0,1
427520,10,322.25,6528,5,0
181158.5,45,400.75,3790.65,1,0
96104,94,101,2845.6,3,0
128927,68,105,3210.3,4,0
21840.5,322,102.25,2020.45,0,0
96900.5,95,379.25,2854.45,0,0
238619,32,402.25,4429.1,2,0
29036,234,124.75,2100.4,0,1
490650.5,6,377.5,7229.45,5,0
24000.5,301,222.25,2044.45,0,0
174480.5,47,211.75,3716.45,3,1
292119.5,24,372.75,5023.55,3,0
26777,262,376.5,2075.3,0,1
455384,8,474,6837.6,3,1
202907,39,240.75,4032.3,3,0
59321,147,98.25,2436.9,1,0
26349.5,263,352.75,2070.55,0,1
21813.5,321,100.75,2020.15,0,0
550455.5,3,533,7893.95,4,0
148704.5,56,455,3430.05,1,0
48170,172,127,2313,0,0
368466.5,15,349.75,5871.85,4,0
61229,144,334.25,2458.1,0,0
267113,28,430.75,4745.7,2,1
50721.5,164,100.75,2341.35,1,0
140312,60,324.25,3336.8,1,0
216357.5,37,374.25,4181.75,2,0
33297.5,223,252.5,2147.75,0,0
93660.5,97,364.5,2818.45,0,0
662010.5,1,575.25,9133.45,4,0
51392,164,95,2348.8,1,0
31574,226,97.75,2128.6,0,0
440696,9,505.5,6674.4,3,0
176370.5,47,420.5,3737.45,1,0
154896.5,54,120.75,3498.85,5,0
24509,265,250.5,2050.1,0,0
181797.5,44,373,3797.75,1,0
64829,139,98.75,2498.1,1,0
256182.5,29,425,4624.25,2,1
36569,211,402.75,2184.1,0,1
514892,5,534,7498.8,3,0
456086,8,422.5,6845.4,4,0
53219,161,125.25,2369.1,1,0
568721,3,418.5,8096.9,5,0
34467.5,224,379,2160.75,0,1
261591.5,28,483,4684.35,2,0
290373.5,24,492.5,5004.15,2,1
649532,1,505.5,8994.8,5,0
44592.5,185,101,2273.25,1,0
513551,5,470.25,7483.9,4,0
131028.5,65,476.25,3233.65,1,1
67511,134,372,2527.9,0,1
468731,7,405,6985.9,4,0
133251.5,63,301.25,3258.35,1,0
30026,232,304.25,2111.4,0,0
23955.5,301,219.75,2043.95,0,0
47729,178,430.25,2308.1,0,0
54528.5,162,101.25,2383.65,1,0
250031,30,425.75,4555.9,2,1
135578,62,97,3284.2,5,0
699527,1,513.25,9550.3,5,0
119904.5,73,99.5,3110.05,4,0
28964,233,97.75,2099.6,0,0
623643.5,2,477.5,8707.15,5,0
394796,13,420.75,6164.4,3,0
548637.5,3,516,7873.75,4,0
29832.5,232,251,2109.25,0,0
36132.5,211,442.75,2179.25,0,1
140433.5,60,273.75,3338.15,1,1
97616,93,99.75,2862.4,3,0
790827.5,0,581.25,10564.75,5,0
103358,88,156,2926.2,2,0
174638,47,122.25,3718.2,5,0
556116.5,3,421,7956.85,5,0
28217,262,456.5,2091.3,0,1
454200.5,9,428.25,6824.45,4,0
131478.5,66,106,3238.65,4,0
27155,261,397.5,2079.5,0,1
80498,113,127.75,2672.2,2,0
54398,164,101,2382.2,1,0
403814,12,319.25,6264.6,5,0
116363,75,309.75,3070.7,1,0
141126.5,60,128.75,3345.85,4,0
114072.5,77,291,3045.25,1,0
290319.5,24,429.25,5003.55,2,0
62079.5,145,350.5,2467.55,0,1
698375,1,524.5,9537.5,5,0
693389,1,556.5,9482.1,5,1
320883.5,20,499.25,5343.15,2,0
508434.5,5,476.25,7427.05,4,1
72839,126,431.25,2587.1,0,1
29072,232,504,2100.8,0,1
34503.5,225,97.75,2161.15,0,0
652565,1,520,9028.5,5,0
490961,6,522,7232.9,3,0
40326.5,195,97.5,2225.85,0,0
44723,184,126.25,2274.7,0,0
126285.5,68,431.5,3180.95,1,1
323318,20,249.25,5370.2,5,0
660017,1,544.75,9111.3,4,0
556296.5,3,449.5,7958.85,5,0
559986.5,3,410,7999.85,5,0
168360.5,49,449.75,3648.45,1,0
537792.5,3,396.75,7753.25,5,0
424361,10,320.25,6492.9,5,0
376103,14,505.75,5956.7,2,0
256299.5,29,449.75,4625.55,2,1
131006,65,382.25,3233.4,1,1
137810,61,195.5,3309,2,0
93210.5,100,173,2813.45,1,0
119792,73,97.75,3108.8,4,0
681441.5,1,522.25,9349.35,5,0
46478,177,352.5,2294.2,0,0
103628,87,101.75,2929.2,3,0
86600,105,350,2740,0,1
87905,105,97.25,2754.5,2,0
369497,15,349.5,5883.3,4,0
147278,57,298.5,3414.2,1,0
309008,21,391.75,5211.2,3,0
53444,162,357.25,2371.6,0,0
132176,66,229.25,3246.4,2,0
28626.5,258,479.25,2095.85,0,0
249113,30,178.5,4545.7,5,0
600396.5,2,447.75,8448.85,5,0
152201,54,124.75,3468.9,4,0
111224,79,124.25,3013.6,3,0
622167.5,2,504,8690.75,5,0
207987.5,38,322,4088.75,2,1
671658.5,1,526.75,9240.65,5,0
29220.5,232,512.25,2102.45,0,1
94722.5,95,98.25,2830.25,3,0
162983,51,272.25,3588.7,2,0
94637,95,352.5,2829.3,0,0
47220.5,177,100.5,2302.45,1,0
84102.5,108,346.75,2712.25,0,0
140298.5,60,99,3336.65,4,0
502467.5,6,372,7360.75,5,0
626154.5,2,465.25,8735.05,5,0
24608,286,256,2051.2,0,0
110900,79,328,3010,1,0
456234.5,8,402.75,6847.05,4,0
291773,24,263.5,5019.7,4,0
34548.5,225,104.25,2161.65,0,0
39579.5,195,400.5,2217.55,0,1
252537.5,30,260.75,4583.75,3,0
33144.5,224,401,2146.05,0,1
71070.5,129,490.75,2567.45,0,1
714012.5,0,574.75,9711.25,5,0
144627.5,58,564.75,3384.75,0,1
513312.5,5,522.25,7481.25,4,0
751178,0,568.25,10124.2,5,0
94457,95,103,2827.3,3,0
26381,284,354.5,2070.9,0,1
39885.5,195,434.25,2220.95,0,1
350624,17,457.75,5673.6,3,0
24486.5,286,249.25,2049.85,0,0
71898.5,125,99,2576.65,2,0
229817,34,499.25,4331.3,1,1
26705,257,372.5,2074.5,0,1
424608.5,10,520.75,6495.65,3,0
644708,1,545.75,8941.2,5,1
50631.5,166,241,2340.35,0,0
181091,45,125.5,3789.9,5,0
101769.5,91,500.75,2908.55,0,0
113901.5,77,326,3043.35,1,1
633993.5,2,497.5,8822.15,5,1
26439.5,286,357.75,2071.55,0,1
34179.5,225,279.5,2157.55,0,0
472628,7,469.5,7029.2,4,1
72353,126,322,2581.7,0,0
678638,1,542,9318.2,5,1
57840.5,154,426.5,2420.45,0,0
701903,0,537.25,9576.7,5,0
77006,119,243.75,2633.4,1,1
48948.5,173,428.25,2321.65,0,1
466850,7,456.5,6965,4,0
573671,3,429.75,8151.9,5,0
132851,64,533.5,3253.9,0,1
22263.5,297,125.75,2025.15,0,1
24068,297,226,2045.2,0,0
550383.5,3,551.75,7893.15,4,1
507858.5,6,396,7420.65,5,0
256461.5,29,277.5,4627.35,3,0
473379.5,7,516.25,7037.55,3,1
86937.5,106,451.25,2743.75,0,0
613064,2,456.25,8589.6,5,0
28320.5,256,239,2092.45,0,1
625983.5,2,504.5,8733.15,5,0
326900,19,488.5,5410,2,0
37986.5,203,349.25,2199.85,0,0
73397,126,328,2593.3,0,0
675956,1,523.25,9288.4,5,0
490682,6,452.25,7229.8,4,0
421832,10,318.5,6464.8,5,0
476124.5,7,522.5,7068.05,3,0
56166.5,158,100.5,2401.85,1,0
420666.5,11,521.5,6451.85,3,0
622005.5,2,466.25,8688.95,5,0
259499,29,367.25,4661.1,2,0
26574.5,262,103.5,2073.05,0,0
129048.5,67,126.25,3211.65,3,0
652758.5,1,502.5,9030.65,5,0
111818,78,453,3020.2,0,0
523788.5,4,447,7597.65,4,0
580097,3,477.25,8223.3,5,0
112218.5,78,102.25,3024.65,3,0
283988,25,493,4933.2,2,1
133247,64,415.25,3258.3,1,1
27461,260,99.75,2082.9,0,0
721064,0,545.75,9789.6,5,0
206030,38,428.5,4067,2,0
330729.5,19,510.25,5452.55,2,0
512205.5,5,473.5,7468.95,4,0
182193.5,44,322,3802.15,2,0
86019.5,106,134,2733.55,1,0
291930.5,24,330.25,5021.45,3,0
351906.5,17,326,5687.85,4,0
145203.5,58,425.25,3391.15,1,0
44691.5,185,279,2274.35,0,0
129264.5,67,352,3214.05,1,1
515958.5,5,523.75,7510.65,4,1
139056.5,60,99.75,3322.85,5,0
197637.5,40,471.25,3973.75,1,1
217667,36,225,4196.3,3,0
725919.5,0,574.5,9843.55,5,0
309071,21,532,5211.9,2,0
31713.5,226,230.5,2130.15,0,0
82311.5,111,198.5,2692.35,1,0
27695,259,100.25,2085.5,0,0
636446,2,478.75,8849.4,5,0
38355.5,202,122,2203.95,0,0
210548,38,168,4117.2,4,0
610926.5,2,452.25,8565.85,5,0
58227.5,151,420,2424.75,0,0
317616.5,20,337,5306.85,3,0
35201,211,98.5,2168.9,0,0
42842,186,401.75,2253.8,0,0
37766,202,98,2197.4,0,0
365438,16,271,5838.2,5,0
205863.5,38,226,4065.15,3,0
475800.5,7,375.5,7064.45,5,0
122604.5,71,98.5,3140.05,4,0
240270.5,32,363.75,4447.45,2,0
133751,64,100.25,3263.9,4,0
24135.5,298,229.75,2045.95,0,1
185433.5,44,196,3838.15,3,0
24027.5,299,223.75,2044.75,0,0
126650,68,413.25,3185,1,0
176951,47,469.5,3743.9,1,0
26313.5,278,350.75,2070.15,0,1
27699.5,255,427.75,2085.55,0,1
787655,0,585.75,10529.5,5,0
609450.5,2,496.25,8549.45,4,0
722585,0,562.75,9806.5,5,0
22313,302,128.5,2025.7,0,0
585857,3,451.5,8287.3,5,0
312666.5,21,247,5251.85,5,0
24554,278,97,2050.6,0,0
731382.5,0,548.5,9904.25,5,0
85695.5,106,306.25,2729.95,0,0
258864.5,28,276.5,4654.05,3,0
237489.5,33,351.5,4416.55,2,1
336867.5,19,531.75,5520.75,2,1
557295.5,3,518.75,7969.95,4,0
40412,195,97.5,2226.8,0,0
117447.5,74,197.5,3082.75,2,0
70917.5,128,130.25,2565.75,1,0
413367.5,11,455.25,6370.75,3,0
28104.5,258,148.25,2090.05,0,0
215246,37,251,4169.4,3,0
69554,130,526.5,2550.6,0,0
24990.5,279,277.25,2055.45,0,0
587076.5,2,427.25,8300.85,5,0
34404.5,217,99,2160.05,0,0
59294,146,296.25,2436.6,0,0
180321.5,45,453.5,3781.35,1,0
332030,19,518.5,5467,2,1
519725,5,395.25,7552.5,5,0
275195,26,453.5,4835.5,2,0
343212.5,18,475,5591.25,2,0
27951.5,256,441.75,2088.35,0,1
25737.5,276,151.25,2063.75,0,0
75543.5,124,249.25,2617.15,0,0
98322.5,91,465,2870.25,0,0
74112.5,124,272.75,2601.25,0,0
30048.5,237,98.5,2111.65,0,0
564149,3,424,8046.1,5,0
373142,15,472.25,5923.8,3,0
89957,103,471,2777.3,0,1
66120.5,137,481.25,2512.45,0,1
32730.5,226,353.5,2141.45,0,1
100293.5,88,104.25,2892.15,3,0
171384.5,48,300,3682.05,2,0
325901,20,402.25,5398.9,3,0
468636.5,7,424.75,6984.85,4,0
150077,55,167.75,3445.3,3,1
47499.5,180,248.25,2305.55,0,0
65711,135,101,2507.9,1,0
347640.5,17,472.75,5640.45,3,1
260610.5,28,502.5,4673.45,2,0
55082,159,178.75,2389.8,0,0
236094.5,33,432.25,4401.05,2,0
78639.5,117,269,2651.55,0,0
34049,220,192.75,2156.1,0,0
271671.5,27,199.5,4796.35,5,0
26304.5,277,350.25,2070.05,0,0
56634.5,159,100.5,2407.05,1,0
601850,2,564.75,8465,4,1
66012.5,136,101.5,2511.25,2,0
78144.5,119,178.25,2646.05,1,0
23231,306,179.5,2035.9,0,1
359943.5,16,496.25,5777.15,2,1
461283.5,8,414.75,6903.15,4,0
168846.5,49,278.25,3653.85,2,0
24275,305,122.25,2047.5,0,1
137567,61,126,3306.3,3,0
61724,142,254,2463.6,0,0
25458.5,280,98.25,2060.65,0,0
94236.5,97,299,2824.85,1,0
208518.5,38,367.75,4094.65,2,0
59501,149,307,2438.9,0,0
96257,93,516.75,2847.3,0,1
49677.5,169,99.5,2329.75,1,0
80709.5,112,97.25,2674.55,2,0
34629.5,215,407.5,2162.55,0,0
69225.5,132,424,2546.95,0,1
729852.5,0,547.75,9887.25,5,0
306798.5,22,499.75,5186.65,2,1
197511.5,40,372,3972.35,2,0
157461.5,52,450,3527.35,1,1
64149.5,138,374.5,2490.55,0,0
157826,52,524.25,3531.4,1,1
81492.5,113,298.25,2683.25,0,0
745296.5,0,552.25,10058.85,5,0
276266,26,530.5,4847.4,2,1
122051,71,371,3133.9,1,1
46500.5,179,372.25,2294.45,0,0
174723.5,47,122.75,3719.15,5,0
61553,143,446.75,2461.7,0,1
124440.5,69,122.75,3160.45,3,0
487982,6,453.25,7199.8,4,0
484697,6,525.25,7163.3,3,0
34607,217,102.25,2162.3,0,0
99501.5,92,97.75,2883.35,3,0
140735,60,98.5,3341.5,5,0
26340.5,283,352.25,2070.45,0,0
79350.5,115,428.25,2659.45,0,0
26943.5,256,385.75,2077.15,0,1
23172.5,305,176.25,2035.25,0,1
128454.5,67,102.75,3205.05,4,0
462611,8,489.75,6917.9,3,0
38090,202,242.75,2201,0,1
73937,125,100,2599.3,2,0
175983.5,46,126.25,3733.15,5,0
483455,6,492,7149.5,4,1
440939,9,354.5,6677.1,5,0
30737,237,99.25,2119.3,0,0
456419,8,531.75,6849.1,3,0
508182.5,5,497.5,7424.25,4,0
549101,3,423.5,7878.9,5,0
42036.5,188,430.25,2244.85,0,0
39867.5,194,222.75,2220.75,0,0
403508,12,379.25,6261.2,4,0
521727.5,4,469.25,7574.75,4,1
155157.5,54,125,3501.75,4,0
28077.5,261,225,2089.75,0,0
428708,10,503.5,6541.2,3,1
42995,188,102.5,2255.5,0,0
116480,75,402.25,3072,1,1
245832.5,31,452.25,4509.25,2,0
149667.5,55,302.25,3440.75,1,0
174408.5,48,276.25,3715.65,2,1
500001.5,6,392.25,7333.35,5,0
370581.5,15,502.75,5895.35,3,0
98291,92,101.75,2869.9,3,0
83616.5,109,272.25,2706.85,1,1
66102.5,136,453.75,2512.25,0,0
257244.5,29,376.75,4636.05,2,1
93327.5,100,101.25,2814.75,2,0
54974,156,100.25,2388.6,1,0
28410.5,262,98,2093.45,0,0
145086.5,58,269,3389.85,2,0
280509.5,26,351,4894.55,3,0
382304,14,377.5,6025.6,3,0
141896,59,101.75,3354.4,5,0
187076,43,130.25,3856.4,5,0
103340,87,103,2926,3,0
37028,213,378.5,2189.2,0,1
81389,113,100.5,2682.1,2,0
180083,45,121.5,3778.7,5,0
183458,44,122.5,3816.2,5,0
656232.5,1,552.5,9069.25,4,0
185708,43,126.25,3841.2,5,0
26682.5,262,371.25,2074.25,0,1
259103,29,450.5,4656.7,2,0
172050.5,48,343.75,3689.45,1,0
114927.5,76,96,3054.75,4,0
216879.5,36,448.5,4187.55,1,1
680064.5,1,575.5,9334.05,4,0
162308,51,482,3581.2,1,1
26255,280,347.5,2069.5,0,1
236436.5,32,498.25,4404.85,1,0
35430.5,209,457.25,2171.45,0,0
275550.5,26,423.75,4839.45,2,0
301947.5,22,426.25,5132.75,2,1
374820.5,15,393.75,5942.45,4,0
98606,91,101.25,2873.4,3,0
157668.5,52,99.5,3529.65,5,0
649244,1,488.75,8991.6,5,0
21746,316,97,2019.4,0,1
92297,100,416.5,2803.3,0,1
81137,113,400.5,2679.3,0,1
271235,27,313.5,4791.5,3,1
84350,110,502,2715,0,0
171344,48,122.25,3681.6,5,0
381458,14,505.5,6016.2,3,0
315348.5,21,254.5,5281.65,5,0
678539,1,536,9317.1,5,0
602700.5,2,461,8474.45,5,0
80871.5,112,126.5,2676.35,1,1
754769,0,567,10164.1,5,0
139326.5,60,202.75,3325.85,2,0
168936.5,49,130,3654.85,5,0
721635.5,0,559.75,9795.95,5,0
375720.5,14,269,5952.45,5,0
244563.5,31,360.5,4495.15,2,0
130722.5,66,490.75,3230.25,1,1
98907.5,92,394.25,2876.75,0,0
403710.5,12,353.75,6263.45,4,0
199365.5,39,380.75,3992.95,1,0
198389,40,195.5,3982.1,4,0
70643,126,349.75,2562.7,0,0
23033,304,100.25,2033.7,0,0
118109,74,100.25,3090.1,4,0
40470.5,200,97.25,2227.45,0,0
132576.5,63,134.5,3250.85,3,0
23348,304,96,2037.2,0,0
100343,89,250,2892.7,1,0
63897.5,137,300,2487.75,0,0
354255.5,17,422.75,5713.95,3,0
32753,228,227.25,2141.7,0,0
81038,112,100.25,2678.2,2,0
778277,0,577.75,10425.3,5,0
393932,13,468.5,6154.8,3,1
655548.5,1,495,9061.65,5,0
322809.5,20,252.75,5364.55,5,0
258972.5,29,529.75,4655.25,1,1
148290.5,57,410,3425.45,1,1
49925,171,125,2332.5,1,0
556755.5,3,457.75,7963.95,5,0
536861,4,478.75,7742.9,4,1
